total_cost,total_power,cpu_score,gpu_score,ram_score,storage_score,psu_score,purpose,purpose_encoded,compatibility,budget_difference,overall_build_quality
1125.94,70.0,158.0,3980,10664,601600.0,3.0,Gaming,0,0.0,-2704.1538536970234,20.47329754286835
1259.94,115.0,175.5,6850,136512,1024000.0,2.0,Editing,1,0.0,-2114.628939505292,21.837616708273817
1068.94,155.0,192.5,3980,96000,441600.0,2.0,Office,2,0.0,-601.9473696911593,41.021080145477484
1207.44,177.0,203.0,2480,134400,716800.0,0.0,Gaming,0,1.0,-873.0792616146086,43.94655919615634
1352.94,170.0,252.0,780,68256,147200.0,5.0,Gaming,0,1.0,-950.758785364359,44.89461138052411
13968.439999999999,545.0,245.5,58970,40000,1996800.0,3.0,Editing,1,0.0,10320.605824081056,2.0076154743242722
757.94,120.0,192.5,480,46928,614400.0,2.0,Editing,1,0.0,-3058.372393873644,17.277552665858842
808.94,255.0,158.5,3980,4264,2380800.0,4.0,Gaming,0,0.0,336.15692746792934,0.0
1574.94,233.0,96.0,27980,5332,614400.0,1.0,Office,2,0.0,1094.653862364883,0.8263169160579323
5117.939999999999,355.0,127.0,24980,59712,972800.0,1.0,Gaming,0,0.0,4546.525180746013,0.0
1338.94,360.0,92.5,11980,140800,204800.0,3.0,Editing,1,0.0,-855.7120595606052,32.406088303349186
4886.939999999999,340.0,230.0,28120,3200,1868800.0,4.0,Editing,1,0.0,3267.471453367464,0.7965552487051168
1917.94,130.0,132.5,18970,5332,64000.0,3.0,Gaming,0,1.0,532.6177338410548,9.633843135186346
1707.44,210.0,202.0,9980,160000,3174400.0,2.0,Editing,1,0.0,-996.8854277102123,42.482507419814155
1636.94,330.0,174.0,27480,1600,1011200.0,4.0,Gaming,0,0.0,-811.6171399843984,39.87414682023425
1750.94,240.0,325.0,13990,54400,5120000.0,0.0,Editing,1,0.0,-832.307991956764,37.26217895307593
964.94,125.0,162.0,11990,76800,704000.0,2.0,Editing,1,0.0,475.6264118467632,2.803599755517391
1312.94,270.0,237.0,16990,14932,4403200.0,2.0,Office,2,0.0,-632.967632668112,41.8124309646318
1120.94,75.0,237.0,1980,5332,1331200.0,2.0,Office,2,0.0,-1055.9220557683316,32.95230686642397
1116.44,175.0,190.5,11980,140800,768000.0,5.0,Gaming,0,0.0,-2149.0636767882843,28.092515161060394
894.94,86.0,69.0,11990,8528,441600.0,0.0,Office,2,0.0,-1166.1042869720736,26.453971321655654
1224.94,40.0,148.0,3980,29856,268800.0,4.0,Office,2,0.0,-708.1868191793174,33.012112013690654
1535.94,265.0,174.0,23980,160000,384000.0,3.0,Editing,1,1.0,-111.46319451668205,54.466448255182534
1728.94,90.0,178.0,3980,12800,2073600.0,1.0,Gaming,0,0.0,-1656.1625076573778,28.37879634697507
1862.94,220.0,281.5,12890,48000,505600.0,2.0,Office,2,0.0,-115.05799221167354,42.42334292492201
1568.94,185.0,198.0,8980,4264,1356800.0,3.0,Gaming,0,0.0,-749.4651822097553,34.41653965616532
1021.94,265.0,127.0,21980,9600,179200.0,2.0,Gaming,0,0.0,-2498.4989533408707,19.268831543161298
1073.94,140.0,192.0,3980,128000,4147200.0,5.0,Editing,1,0.0,-1871.6942101997715,26.42174231223986
1653.94,63.0,185.5,2480,29856,499200.0,2.0,Gaming,0,0.0,-1817.38313961093,24.774250994213638
683.94,59.0,186.25,180,10664,582400.0,0.0,Editing,1,0.0,-427.6753727473683,28.334700791209208
31201.94000000001,470.0,252.0,68980,12800,3328000.0,1.0,Office,2,0.0,30289.70961300064,0.7552211949059988
896.94,215.0,192.0,6980,36800,1536000.0,0.0,Office,2,0.0,-1894.6654400642,29.57618828716741
1199.94,285.0,194.5,8980,16000,5017600.0,5.0,Gaming,0,0.0,752.3073949029745,0.0
1053.94,290.0,165.0,7980,115200,1843200.0,5.0,Editing,1,1.0,-1383.004774294085,39.72670521110242
879.94,25.0,100.0,6980,10672,1267200.0,1.0,Office,2,0.0,-1356.1297670209137,29.659078420317204
817.94,46.0,172.5,180,33600,595200.0,5.0,Gaming,0,0.0,-2687.686653194801,20.692854305661996
880.44,115.0,181.5,780,268800,1024000.0,4.0,Office,2,1.0,82.4910880997528,53.16277956175569
1467.94,270.0,303.5,6980,64000,409600.0,4.0,Gaming,0,1.0,153.9689539534852,41.751659665995824
3222.9399999999996,245.0,200.0,25670,89600,1894400.0,3.0,Gaming,0,0.0,1259.7530537936966,0.0
1126.94,275.0,186.0,17690,40000,352000.0,0.0,Editing,1,0.0,-401.3481134732124,37.54946547733422
1406.44,235.0,237.0,16980,35200,1331200.0,4.0,Gaming,0,1.0,-726.72724544738,50.78828040027689
2261.9399999999996,515.0,158.0,39980,20800,2611200.0,1.0,Editing,1,0.0,-341.54554553389335,39.09082461655508
1107.94,125.0,180.0,12980,51200,102400.0,5.0,Gaming,0,0.0,-907.0677101868189,33.799637535431046
1119.94,155.0,214.0,580,140800,512000.0,0.0,Office,2,0.0,-1372.042480912427,35.65237400962867
925.94,250.0,61.0,14890,51200,1664000.0,5.0,Office,2,0.0,-971.3595185577776,30.996319606052094
1165.94,90.0,136.0,8980,179200,1190400.0,5.0,Editing,1,0.0,-840.6041065156351,40.04123541749763
1108.94,51.0,91.0,5890,1600,256000.0,5.0,Gaming,0,0.0,681.005265985272,1.2640982538163887
798.94,140.0,159.5,7980,33600,4966400.0,4.0,Editing,1,0.0,-1135.4932497531513,29.974650272206656
2508.9399999999996,245.0,192.5,9980,59728,1382400.0,5.0,Gaming,0,0.0,-1346.249934358747,38.69449607684454
1162.94,275.0,199.0,11480,192000,972800.0,3.0,Office,2,0.0,-199.32229547541624,46.89015341027177
3421.9399999999996,465.0,165.0,29980,40000,908800.0,3.0,Editing,1,0.0,1710.4932831751153,0.0
1369.44,150.0,231.0,2980,230400,524800.0,0.0,Office,2,1.0,-36.1052646278124,59.98168121211897
2135.94,420.0,216.0,31980,35200,934400.0,5.0,Editing,1,1.0,-1351.3756327446458,42.46456506842836
6241.939999999999,600.0,812.5,21980,204800,7680000.0,3.0,Gaming,0,0.0,4376.231015598718,0.3288696012470367
863.94,53.0,191.0,2980,76800,460800.0,4.0,Office,2,0.0,-1040.1816984454008,32.34692106928867
1536.94,505.0,167.0,32980,9600,147200.0,1.0,Gaming,0,1.0,-1603.0581185469287,39.70038472318773
974.44,235.0,178.0,14560,179200,1228800.0,2.0,Gaming,0,0.0,82.5952448444923,41.40215668369597
2249.9399999999996,285.0,281.5,27980,19200,1152000.0,2.0,Office,2,0.0,-1741.2335980524686,30.46453052552225
1664.44,185.0,322.0,15980,22400,1113600.0,0.0,Editing,1,0.0,-2151.7291500054143,28.6002970975701
12017.439999999999,650.0,812.5,37980,32000,3174400.0,2.0,Editing,1,0.0,10188.485295416343,0.8989136928318873
1472.94,355.0,189.5,24980,14400,716800.0,0.0,Office,2,0.0,-378.6861016508649,35.402413484047635
839.94,245.0,105.5,16980,29856,460800.0,3.0,Office,2,0.0,-468.85286690068324,31.768331748711834
913.94,30.0,176.0,6980,5332,153600.0,0.0,Gaming,0,0.0,-2305.2152345005397,22.06562107802843
1487.94,295.0,195.5,23980,29856,4096000.0,1.0,Gaming,0,0.0,-132.72693453439456,46.20038670810717
935.94,30.0,95.5,4480,217600,1113600.0,4.0,Editing,1,0.0,381.13220439954114,0.8557291291195361
712.94,90.0,159.5,3980,6400,2457600.0,5.0,Office,2,0.0,-1871.9802088155452,27.728730969197347
887.94,218.0,144.5,3980,42656,1126400.0,1.0,Gaming,0,0.0,-652.8479878201747,28.824688900631088
1751.94,186.0,68.0,27980,83200,384000.0,3.0,Office,2,0.0,403.68699695895975,10.20614680683587
1033.94,320.0,199.0,18890,17056,1433600.0,1.0,Office,2,0.0,-1973.2153909280955,28.729597363489958
872.94,320.0,135.0,7980,140800,1228800.0,1.0,Editing,1,0.0,-1332.927312123139,24.46635418753017
2926.9399999999996,565.0,144.0,45980,19200,3737600.0,2.0,Gaming,0,0.0,1320.5445038670014,0.0
699.94,122.0,153.5,9540,11732,1113600.0,1.0,Office,2,1.0,-2842.126770285994,29.60876357400603
2859.9399999999996,440.0,266.5,17980,76800,1920000.0,5.0,Gaming,0,0.0,1994.6483016387856,0.84492170215054
1589.94,395.0,252.0,8480,15200,2662400.0,3.0,Editing,1,0.0,727.3256773956452,0.26225595905324584
1261.94,255.0,134.5,21980,96000,832000.0,5.0,Office,2,0.0,79.07649907100404,39.02342408553282
1011.94,310.0,127.0,21980,34112,512000.0,3.0,Editing,1,0.0,-1038.2173408991785,31.50415834187566
1479.44,175.0,338.0,580,96000,5324800.0,0.0,Editing,1,1.0,557.1179920991024,0.16778557701702268
1005.94,265.0,196.0,19980,24000,192000.0,3.0,Office,2,0.0,-1210.7727755726028,30.157720296354068
1129.44,80.0,181.0,3480,256000,2406400.0,4.0,Gaming,0,0.0,-539.3116919898662,38.77110793546299
1098.94,235.0,165.0,11980,40000,1843200.0,5.0,Gaming,0,0.0,-2044.6504801107749,28.267405402509294
1335.44,218.0,220.0,16980,294400,1126400.0,0.0,Office,2,0.0,-403.2564151991396,51.85594408946037
1348.94,90.0,191.0,3980,64000,10137600.0,1.0,Gaming,0,0.0,-1555.9483333728085,24.484461349593033
1160.94,95.0,203.0,2980,38400,1164800.0,0.0,Gaming,0,0.0,-77.75996348094077,34.303767851716586
1310.94,275.0,267.0,10480,76800,8908800.0,2.0,Editing,1,1.0,621.8007873971178,1.6204883113506625
837.94,115.0,181.5,580,192000,249600.0,3.0,Gaming,0,0.0,11.711370860445413,39.38646707917682
1073.94,250.0,227.0,13990,59712,8294400.0,3.0,Office,2,0.0,-2512.4895552675257,32.849217722230904
1706.94,180.0,146.5,15980,57600,1561600.0,1.0,Office,2,0.0,983.3781916377031,0.575182522281324
801.44,315.0,163.5,8980,40000,844800.0,0.0,Editing,1,0.0,-3016.7435542609824,16.16921206266131
1827.94,315.0,162.0,18980,9600,633600.0,3.0,Editing,1,1.0,-504.904573873519,42.78139836047518
2701.9399999999996,105.0,167.25,12980,76800,2048000.0,0.0,Editing,1,0.0,-463.126348918232,36.68014591175052
1357.94,200.0,146.0,13990,256000,1740800.0,5.0,Gaming,0,0.0,-519.8352123488303,38.213410768516326
1107.94,215.0,186.0,15340,115200,2099200.0,3.0,Gaming,0,0.0,-396.44190487019637,41.94393776620287
1333.94,60.0,237.0,480,132256,1484800.0,1.0,Gaming,0,0.0,-1385.8861842147166,35.11608259551652
1192.94,150.0,122.5,10980,16000,396800.0,3.0,Gaming,0,1.0,-1306.2210246708787,37.02856008318078
40030.93999999999,745.0,158.5,78980,217600,339200.0,1.0,Gaming,0,0.0,36355.954077131995,2.9295895433098447
6120.939999999999,475.0,342.25,28120,16000,7884800.0,5.0,Office,2,1.0,4795.790623726387,0.0
1139.94,90.0,320.0,2980,19200,160000.0,2.0,Gaming,0,0.0,-361.6819787521956,38.26637416879517
1219.44,140.0,320.0,7980,33600,1894400.0,0.0,Gaming,0,0.0,478.5726509794779,1.513624473906631
1282.44,195.0,160.5,11560,281600,3123200.0,5.0,Editing,1,0.0,862.092422571735,0.0
1187.94,220.0,306.5,7480,42656,198400.0,5.0,Editing,1,0.0,-212.21018093937005,41.52512718146886
6953.439999999999,600.0,707.0,17980,22400,512000.0,1.0,Office,2,0.0,5976.057118162782,2.6225053271771146
710.94,110.0,139.0,3980,25600,1280000.0,1.0,Gaming,0,0.0,-2628.2938801620094,14.226154442910214
1130.94,120.0,281.5,1250,96000,556800.0,2.0,Office,2,0.0,-817.7291204026467,38.02399725292797
1318.94,195.0,191.0,15980,20800,204800.0,4.0,Office,2,0.0,-2450.4985534229722,23.915549871883737
600.94,245.0,135.0,10480,102400,57600.0,2.0,Editing,1,1.0,-3395.786764070319,24.145916358411828
2306.9399999999996,328.0,427.25,5980,34112,416000.0,3.0,Editing,1,0.0,1285.3733560486764,0.20359956388065303
3306.9399999999987,230.0,151.0,18980,34112,5120000.0,3.0,Office,2,0.0,653.125686805814,18.34761278419227
6592.939999999999,425.0,707.0,4920,108800,1612800.0,0.0,Editing,1,0.0,5760.930101379202,2.3185105883799917
1145.44,190.0,134.5,11560,243200,2816000.0,3.0,Gaming,0,0.0,-1801.397250238445,33.65761387289596
1436.94,270.0,227.5,8980,132256,384000.0,2.0,Editing,1,0.0,-1488.4262159057075,31.736116122397885
821.94,86.0,92.5,8790,119456,934400.0,1.0,Office,2,0.0,-445.8951891963643,40.38742139838828
1391.94,197.0,134.5,14120,256000,8704000.0,2.0,Gaming,0,0.0,564.0040198464935,0.0
1988.44,338.0,103.5,28980,230400,2022400.0,2.0,Office,2,1.0,328.2999550105694,36.80297490907692
1290.94,135.0,303.5,4980,9600,896000.0,2.0,Office,2,0.0,-2333.649029092805,28.00007708539629
1777.44,375.0,160.5,26450,192000,4198400.0,0.0,Editing,1,0.0,1031.9992821922763,1.6253143069580744
1067.94,78.0,174.5,7650,102400,1164800.0,0.0,Gaming,0,1.0,-1930.7712636220017,34.77959516396284
1060.94,68.0,237.0,880,96000,172800.0,2.0,Office,2,0.0,-2931.083796152233,27.206513120666404
1082.94,205.0,186.0,15120,27200,819200.0,3.0,Office,2,0.0,668.0822431714261,0.0
4833.939999999999,310.0,131.0,28120,25600,3788800.0,2.0,Office,2,0.0,2849.9172530423293,0.8380429243827288
876.94,60.0,191.25,1280,38400,268800.0,1.0,Office,2,0.0,-2851.665116398699,23.014838587124867
1909.94,205.0,122.5,17120,5332,1331200.0,2.0,Editing,1,0.0,1036.2854372358656,0.02254505536619527
30715.94000000001,570.0,186.0,68980,15200,1164800.0,5.0,Office,2,0.0,27026.206725989643,0.9301255224179349
1704.94,335.0,202.0,24980,24000,352000.0,2.0,Office,2,0.0,-1550.1193199644467,30.80933178178079
1043.94,140.0,178.5,6980,14400,6144000.0,2.0,Gaming,0,1.0,-2499.7382046687558,31.131057598402105
834.94,90.0,95.5,9980,21328,473600.0,3.0,Gaming,0,0.0,332.97231283070045,0.0
1565.94,225.0,237.0,22980,9600,38400.0,1.0,Office,2,0.0,-244.2799490722416,37.71306647364591
889.94,156.0,262.0,180,34128,1177600.0,5.0,Gaming,0,0.0,128.3544956969224,24.813592914582895
6698.939999999999,315.0,122.5,27980,38400,4352000.0,5.0,Editing,1,0.0,5157.936960911891,0.0
2899.9399999999996,600.0,261.5,36980,30400,19200.0,0.0,Gaming,0,0.0,-755.8166011795738,45.83234479207343
10610.939999999999,315.0,109.5,45980,12800,268800.0,0.0,Office,2,0.0,9949.283663876666,0.0
1151.94,165.0,174.0,7480,34112,435200.0,1.0,Gaming,0,0.0,-1680.7429185910596,23.970212738506156
1052.94,350.0,262.0,14320,115200,89600.0,3.0,Editing,1,0.0,-1155.6947002367283,29.434153721735065
837.44,178.0,124.5,7980,40000,4147200.0,1.0,Office,2,1.0,-2271.3512232129915,37.58968342036633
8175.939999999999,345.0,237.0,38980,25600,1382400.0,3.0,Office,2,0.0,5160.7511108132985,1.7927661172671248
1165.44,301.0,91.0,9980,147200,4096000.0,3.0,Office,2,0.0,-421.89691188289976,44.0687319893538
1467.94,245.0,303.5,5980,24000,339200.0,1.0,Editing,1,0.0,1005.5665016794907,0.0
1250.94,195.0,167.0,15980,7464,704000.0,1.0,Editing,1,0.0,-342.0789001934945,35.293652338248464
572.94,95.0,152.0,680,119456,294400.0,5.0,Gaming,0,1.0,-1415.5451551522385,38.4226998521484
753.94,65.0,142.5,1280,32000,268800.0,2.0,Gaming,0,0.0,86.34885952711147,26.41714554443651
1118.94,120.0,230.0,8980,16532,4812800.0,2.0,Gaming,0,0.0,-161.28699043993083,43.55013880586636
1155.94,245.0,160.0,16780,40000,2124800.0,2.0,Editing,1,0.0,117.98623264353773,34.69128639928315
2370.4399999999996,415.0,93.0,36980,121600,9216000.0,3.0,Editing,1,0.0,-1080.7932666025813,43.93049467903593
2552.9399999999996,615.0,61.0,38980,34112,460800.0,2.0,Office,2,0.0,-630.8544016005344,34.62446286028092
918.94,130.0,226.0,5480,27200,147200.0,4.0,Office,2,1.0,-2321.2832275484407,35.20987255164915
2910.4399999999996,555.0,243.5,39980,320000,9728000.0,5.0,Office,2,0.0,1955.0886241654594,0.0
1264.44,205.0,214.0,10230,76800,345600.0,0.0,Gaming,0,0.0,-1343.7655410289776,29.35790077409868
1049.44,383.0,150.0,9980,140800,9420800.0,3.0,Editing,1,0.0,-602.1782692880809,42.518646240583436
2412.9399999999996,520.0,252.0,31980,17056,2713600.0,4.0,Editing,1,0.0,385.08233269790026,27.04768391075985
630.94,251.0,153.5,11920,4264,147200.0,1.0,Gaming,0,0.0,-3216.1580201190477,14.799220589392492
1021.94,30.0,145.5,680,34128,7782400.0,2.0,Gaming,0,0.0,-1524.1570221075253,23.664638694693885
1706.44,365.0,191.0,22890,147200,870400.0,0.0,Editing,1,0.0,752.1323358035379,0.0
1149.94,165.0,205.5,6850,59728,8601600.0,5.0,Office,2,1.0,374.29219202798186,0.0
967.94,150.0,239.5,9980,68256,422400.0,0.0,Office,2,1.0,-1884.1557166606058,39.28340685837926
1093.94,218.0,232.0,16450,10672,2611200.0,4.0,Gaming,0,0.0,-794.3596706260714,36.0578526341279
9006.939999999999,530.0,369.5,28980,9600,1036800.0,4.0,Gaming,0,0.0,5652.123182977544,0.0
979.94,156.0,92.5,18990,30400,512000.0,5.0,Gaming,0,0.0,-1038.907463186566,36.11039430233429
1133.94,375.0,244.5,21980,4264,531200.0,3.0,Gaming,0,0.0,-2119.0660547012776,29.813673705031032
3019.9399999999996,275.0,302.0,19870,320000,480000.0,4.0,Office,2,0.0,34.15780421742147,50.36324206911593
3414.9399999999987,285.0,198.0,18980,3200,1203200.0,3.0,Editing,1,0.0,1420.606178018793,2.2451351789857115
849.94,65.0,105.5,2890,42656,51200.0,4.0,Gaming,0,1.0,-1297.8452081971413,32.74485905768215
948.44,225.0,231.0,10230,83200,1766400.0,1.0,Editing,1,0.0,-1154.700337157749,31.90946530666381
5391.439999999999,388.0,125.5,28980,38400,9011200.0,0.0,Gaming,0,0.0,2197.338146710519,1.0154911460625813
1221.94,220.0,206.0,13980,119456,844800.0,4.0,Office,2,0.0,-1198.0563915662428,35.70269793558854
13717.939999999999,545.0,187.0,58970,11200,307200.0,5.0,Editing,1,0.0,12010.25375717616,0.0
1197.94,315.0,182.0,22890,32000,716800.0,1.0,Office,2,0.0,-1747.7550645684714,28.26898295881509
2666.9399999999996,555.0,281.5,39980,153600,1689600.0,5.0,Office,2,0.0,1489.3930073737877,0.7276425466548019
39905.93999999999,788.0,125.5,78980,307200,1203200.0,4.0,Gaming,0,0.0,36755.49454760339,0.24545064550319035
1340.94,195.0,239.5,17980,93856,2048000.0,1.0,Office,2,1.0,-750.3474725116466,49.02659473184469
1267.44,290.0,192.5,6980,160000,4198400.0,2.0,Gaming,0,1.0,-2568.2726159854165,38.913168203310136
1344.94,295.0,136.0,17690,256000,1638400.0,0.0,Gaming,0,0.0,-577.3924166284955,38.325306813196015
7837.939999999999,285.0,109.5,28980,132256,1190400.0,0.0,Gaming,0,0.0,6307.9742554584445,0.6820565946251615
1268.94,200.0,176.0,14670,136512,614400.0,3.0,Office,2,0.0,363.77532883582614,0.5669881574681641
982.94,64.0,237.0,480,36800,633600.0,1.0,Editing,1,0.0,177.55426345847764,20.394808088522026
1338.94,145.0,165.0,15980,59712,2099200.0,0.0,Office,2,0.0,-2052.0741041729502,26.782433512216894
1187.94,34.0,102.5,280,32000,390400.0,2.0,Office,2,0.0,-472.05108228742597,31.068471955630645
1155.94,140.0,172.0,9980,307200,550400.0,0.0,Gaming,0,0.0,-2087.8737711613385,29.33691719501289
968.94,355.0,239.0,8980,59728,1075200.0,0.0,Gaming,0,0.0,-244.02779595052152,38.36315571919732
2003.94,285.0,132.0,18980,243200,1817600.0,3.0,Editing,1,1.0,1080.8898369231863,0.9764485181691622
2708.9399999999996,315.0,456.5,2480,33600,1715200.0,2.0,Editing,1,0.0,518.3678801266046,19.772360930510647
926.94,21.0,91.0,1980,54400,2124800.0,5.0,Editing,1,0.0,-2840.485435061322,19.868357838257854
1546.44,385.0,190.0,23980,59712,1024000.0,0.0,Editing,1,0.0,1093.4339892992066,0.5414461458499781
2166.9399999999996,285.0,277.5,780,59728,1190400.0,5.0,Office,2,0.0,-180.90429116456107,41.36492570434338
817.94,125.0,72.4,11230,59728,384000.0,5.0,Gaming,0,0.0,-1742.5061837821872,21.44826753842446
1221.94,105.0,181.0,980,320000,454400.0,5.0,Office,2,0.0,-1123.9653039201685,44.78797119084927
1013.94,245.0,158.0,16780,2668,2048000.0,4.0,Office,2,0.0,180.5001199473635,22.237237355290382
1822.94,335.0,338.0,7480,294400,8499200.0,5.0,Gaming,0,0.0,-1062.9988092160356,40.860777743615834
3510.9399999999987,365.0,214.0,28980,20800,1868800.0,1.0,Office,2,0.0,1433.4597065299067,0.23601985150961652
1410.94,90.0,223.5,3480,307200,5017600.0,0.0,Office,2,0.0,103.38482557572024,56.478167819348414
1509.94,210.0,158.5,18120,119456,256000.0,1.0,Editing,1,0.0,-1888.3165497291934,27.300983348914713
2331.9399999999996,505.0,241.0,33980,17064,3276800.0,5.0,Editing,1,0.0,-569.9349677471005,39.24506066057204
7824.939999999999,405.0,241.0,37980,160000,409600.0,0.0,Office,2,0.0,4484.242270052318,1.8110491918704914
987.44,175.0,338.0,1280,68256,460800.0,1.0,Editing,1,0.0,-968.0613662674446,32.053260118382205
1037.94,175.0,204.5,11980,147200,275200.0,1.0,Office,2,0.0,-1901.869578387294,28.288928033322506
753.94,138.0,103.5,12980,96000,153600.0,3.0,Editing,1,0.0,-1197.0026068336526,28.707995573358552
1021.94,160.0,145.5,10230,108800,5222400.0,0.0,Office,2,0.0,565.360301130564,0.8875765901729806
39945.93999999999,715.0,165.0,78980,76800,2099200.0,2.0,Editing,1,1.0,38800.434630404234,0.8540612352355684
1534.94,415.0,192.0,11980,320000,204800.0,0.0,Gaming,0,0.0,58.07093572752024,42.18256615004725
1449.44,204.0,109.5,18990,24000,793600.0,4.0,Office,2,0.0,-2487.497543819985,29.243821340546518
2600.9399999999996,180.0,114.0,18970,64000,1113600.0,1.0,Office,2,0.0,1131.7583918981004,0.0
8252.939999999999,305.0,322.0,28980,179200,2380800.0,5.0,Office,2,0.0,4820.983711243063,0.2035281801853756
2105.94,180.0,178.0,12890,44800,985600.0,2.0,Office,2,0.0,1701.6069899275356,0.0
551.94,135.0,153.5,3980,5332,460800.0,5.0,Gaming,0,0.0,-1274.452520134411,26.630191694901637
39816.43999999999,765.0,145.5,78980,36800,2969600.0,2.0,Office,2,0.0,36215.22426281167,0.3357602591748544
20212.94000000001,855.0,241.0,68980,66128,4659200.0,4.0,Office,2,0.0,17365.39765379018,0.0
1087.94,240.0,180.5,15980,25600,2969600.0,5.0,Editing,1,0.0,-2882.2312236347725,21.53780066354183
1205.44,438.0,150.0,11980,192000,1152000.0,0.0,Office,2,0.0,-1636.0173045206448,36.3796794284514
1162.94,359.0,98.5,11980,9600,64000.0,5.0,Office,2,0.0,548.6456912614392,0.36261121279886316
1105.94,270.0,64.0,25980,115200,352000.0,5.0,Gaming,0,0.0,-535.6610270234598,44.409733282716076
2830.9399999999996,98.0,185.5,12980,76800,1100800.0,3.0,Gaming,0,0.0,-455.9734121215379,44.34541886761138
1064.94,300.0,64.0,19980,22400,947200.0,1.0,Office,2,0.0,-1798.8475285314644,22.504360985907027
1625.94,140.0,147.0,9790,9600,9830400.0,5.0,Editing,1,0.0,-169.6356420116765,43.04650928540309
1018.94,193.0,302.0,3980,6400,1689600.0,2.0,Office,2,0.0,-1719.354063497729,31.09281158656658
2423.9399999999996,205.0,427.25,3980,160000,588800.0,0.0,Office,2,0.0,635.7058494100688,7.990261293168805
1113.94,110.0,173.5,4480,5332,9932800.0,0.0,Editing,1,0.0,588.0030420909738,0.8109460892678785
39819.93999999999,805.0,281.5,78980,24000,19200.0,4.0,Office,2,0.0,36033.648417097516,2.383720952454686
4146.939999999999,345.0,196.5,22980,76800,358400.0,3.0,Office,2,0.0,1982.5107499435835,0.7516939140968646
1458.94,335.0,175.5,23450,36800,947200.0,0.0,Editing,1,0.0,465.4557325924196,0.5713111609828369
1243.94,120.0,283.5,4480,30400,1843200.0,3.0,Gaming,0,0.0,-138.221607968728,42.69473518019671
30878.94000000001,735.0,182.5,58980,32000,3020800.0,0.0,Gaming,0,0.0,27177.575875443894,1.1597722692152062
1838.94,180.0,132.5,18990,16000,6246400.0,5.0,Editing,1,0.0,1410.6982835337567,0.0
1331.94,100.0,178.5,2480,14932,4403200.0,2.0,Office,2,0.0,-1476.1003802270238,29.14166157331518
1828.94,250.0,237.0,12980,29856,102400.0,3.0,Office,2,0.0,1170.432836396311,0.0
11005.439999999999,265.0,153.5,45980,307200,320000.0,5.0,Gaming,0,0.0,7857.530922151531,0.0
1219.94,355.0,194.5,17980,7464,179200.0,3.0,Editing,1,0.0,-525.5723135226315,34.24813592797389
979.94,65.0,215.0,1980,140800,1408000.0,4.0,Office,2,1.0,-957.9908982146044,49.55114797125068
712.94,60.0,215.0,3980,115200,115200.0,1.0,Editing,1,0.0,-229.91413699646534,43.39765851002974
2890.9399999999996,340.0,277.5,9980,51200,332800.0,1.0,Gaming,0,0.0,-216.47372642132632,39.06804115242508
1325.94,215.0,200.0,7980,68256,2560000.0,2.0,Editing,1,1.0,-255.8402568093445,55.9942775215354
3836.4399999999996,205.0,322.0,19870,32000,921600.0,4.0,Gaming,0,0.0,2996.932482055562,0.5561363383183128
1318.94,230.0,224.0,9980,17056,588800.0,4.0,Gaming,0,0.0,298.1231191369536,17.028041466025616
1301.94,265.0,174.0,18230,243200,1536000.0,5.0,Editing,1,0.0,105.31736270615284,51.43445670221341
1568.44,295.0,196.0,25980,68256,4556800.0,0.0,Gaming,0,0.0,-2254.69993665154,31.787006776642954
1265.94,255.0,239.0,10480,60800,6656000.0,5.0,Gaming,0,1.0,194.31010531522497,41.91769775338386
1025.94,165.0,136.0,6980,96000,1612800.0,4.0,Editing,1,0.0,-717.9954629173874,35.27905948203734
1146.44,225.0,184.0,12980,204800,358400.0,3.0,Gaming,0,0.0,-1882.2629581815977,31.60124895768786
1940.44,390.0,191.25,29650,32000,896000.0,4.0,Gaming,0,0.0,-1422.290251131446,39.439240928056584
888.94,45.0,168.0,1980,22400,486400.0,0.0,Editing,1,0.0,-1195.2768472489738,22.911928493086336
2740.9399999999996,575.0,199.0,35890,42656,5836800.0,2.0,Gaming,0,0.0,2340.5128783209398,0.0
857.44,165.0,136.5,11230,59712,326400.0,2.0,Editing,1,0.0,-1090.9857849876862,26.92194258954993
2573.4399999999996,265.0,341.0,15980,268800,633600.0,2.0,Office,2,0.0,-792.2314155661234,43.81367982883966
719.94,65.0,195.5,1980,20800,563200.0,2.0,Gaming,0,0.0,-2186.608511081919,18.73943813865824
30889.94000000001,415.0,186.5,68980,14400,7680000.0,4.0,Gaming,0,1.0,28341.953535043078,0.0
1412.94,265.0,153.5,13980,96000,326400.0,2.0,Office,2,0.0,1003.8408206051279,0.0
1186.44,80.0,153.5,2480,134400,921600.0,1.0,Gaming,0,1.0,-1197.2728696485651,38.17668604487022
1252.94,225.0,250.0,11920,44800,3891200.0,0.0,Editing,1,0.0,-292.48168939433504,44.29625243512669
818.94,238.0,150.0,11980,89600,755200.0,5.0,Office,2,0.0,-1107.234121216893,33.14824929553798
2690.9399999999996,390.0,277.5,14990,59712,1280000.0,5.0,Editing,1,1.0,640.606853438303,20.641013436871244
989.94,210.0,184.0,16670,51200,204800.0,0.0,Gaming,0,1.0,-2805.447260272057,28.83210184272034
1190.94,30.0,142.5,4480,34112,416000.0,4.0,Office,2,0.0,-2097.7658338433316,29.815928155655513
12587.939999999999,805.0,395.0,38980,102400,403200.0,4.0,Office,2,0.0,10502.904342465567,1.8181360789841041
